stage,course,content,age,subject,unit_type,unit_title,card_title,block_title,card_type,block_type,text
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1","¿1 + 1 = 0? Sí, y me llevo 1",Inicio,lesson,text,"4 ¿1 + 1 = 0? Sí, y me llevo 1
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/30_1.png
Hace muchos años que el ser humano trabaja con números. Sirven para contar, numerar y un sinfín de tareas. Pero las máquinas y los humanos no los usan de igual manera, sobre todo las modernas máquinas de computación, que utilizan el sistema binario en el que 1 + 1 = 0. ¿Cómo puede ser esto?
Partiendo de los números binarios y a través del estudio de las puertas lógicas como herramienta para tomar decisiones, vamos a descifrar el enigma de las máquinas digitales.
- ¿Te atreves a construir una calculadora mecánica?"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Cómo se cuenta en binario?,Contenido,lesson,text,"¿Cómo se cuenta en binario?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/31_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Cómo se cuenta en binario?,Actividades,lesson,exam,"En binario con los valores que puede tomar un único bit se puede contar de 0 a 1, pero también se puede expresar la diferencia entre sí y no, verdadero y falso, apagado y encendido, etc.
a) ¿Qué tipo de preguntas se pueden responder con un único bit de información? Poned al menos cuatro ejemplos.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/31_2.png
b) ¿Qué cantidad se puede contar con dos bits? ¿Y con tres bits?
c) Escribid de modo ordenado todas las combinaciones posibles con dos y tres bits.
d) ¿Qué número decimal corresponde al número binario 11? ¿Y al 101?
e) ¿Qué número binario corresponde al número decimal 9? ¿Y al 12?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/31_3.png
f) Al conjunto de 8 bits se le denomina byte. ¿Cuál es el número decimal más alto que se puede expresar con 8 bits?
Ficha 32"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Se conseguirá enviar la ayuda humanitaria?,Contenido,lesson,text,"¿Se conseguirá enviar la ayuda humanitaria?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/32_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Se conseguirá enviar la ayuda humanitaria?,Actividades,lesson,exam,"Imaginad que dos países (A y B) pretenden enviar ayuda humanitaria a un tercer país (S) y que este la recibirá si cualquiera de ellos quiere enviarla. Esta situación es la equivalente en lógica a una puerta OR. Estudiad las diferentes opciones que se podrían producir.
a) ¿Cuántas combinaciones distintas hay, es decir, las posibles opciones que puede adoptar cada país?
b) ¿En cuántas de estas situaciones se recibirá la ayuda?
c) Representad la situación con puertas lógicas.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/32_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Se conseguirá enviar la ayuda humanitaria?,Actividades,lesson,exam,"Imaginad ahora que la ayuda solo llegará si los dos países están de acuerdo en enviarla.
a) ¿Cuántas combinaciones diferentes hay?
b) ¿En cuántas de estas situaciones se recibirá la ayuda?
c) Representad la situación con puertas lógicas.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/32_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Se conseguirá enviar la ayuda humanitaria?,Actividades,lesson,exam,"Imaginad ahora que para que la ayuda llegue hay que pasar por el territorio de otro país (C). La ayuda llegará solo si el país C lo permite y si hay mayoría en una votación entre los tres países (A, B y C).
a) ¿Cuántas combinaciones distintas hay?
b) ¿En cuántas de estas situaciones se recibirá la ayuda?
c) Simplificad la función lógica.
d) Representad la situación con puertas lógicas.
Ficha 33     Ficha 34     Ficha 35     Ficha 36"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Cómo es un circuito electrónico que suma números binarios?,Contenido,lesson,text,"¿Cómo es un circuito electrónico que suma números binarios?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/33_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Cómo es un circuito electrónico que suma números binarios?,Actividades,lesson,exam,"¿Cómo se suma en binario?
a) Cuando sumáis en decimal, ¿en qué situación necesitáis emplear las llevadas?
b) En el sistema binario se habla de acarreo, no de llevadas. ¿Qué valor tienen los bits de una suma que implique un acarreo?
c) Es posible que el resultado de la suma requiera añadir un bit más a la izquierda. ¿Cuándo es necesario añadir un bit al resultado?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/33_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,"¿1 + 1 = 0? Sí, y me llevo 1",¿Cómo es un circuito electrónico que suma números binarios?,Actividades,lesson,exam,"¿Cómo es el circuito sumador de un bit?
a) Escribid la tabla de verdad que representa la suma de dos números binarios de un bit A y B incluyendo una columna para el resultado de la suma y otra para el acarreo (Ac).
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/33_3.png
b) Obtened la función algebraica de cada una de las dos funciones: S y Ac.
c) Dibujad el circuito lógico con puertas AND, OR y NOT.
d) Dibujad el circuito usando las puertas AND y XOR.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad4/img/33_4.png"
